Class,card,post_id,view_count,body,text
Debugging,React Native Invariant Violation: View config,46750477,8622,I m trying to practice with different screens on a React Native project Here s my code from App js file When i run react native run android I get an Invariant Violation which tells me to view config not found or name navigation And then all the sites where this violation happens Help pls thanks ,React Native Invariant Violation: View config I m trying to practice with different screens on a React Native project Here s my code from App js file When i run react native run android I get an Invariant Violation which tells me to view config not found or name navigation And then all the sites where this violation happens Help pls thanks 
UI elements/Views,"I know react-native's TextInput has a onsubmit callback function, but how do i actually make that submit button?",33991837,8613,I d like to know how to render this button and if so is it autobound to the text in the input field ? ,"I know react-native's TextInput has a onsubmit callback function, but how do i actually make that submit button? I d like to know how to render this button and if so is it autobound to the text in the input field ? "
Components,"React Native error: Raw \ \"" must be wrapped in an explicit <Text> Component""",39681173,8613, Hi I am having this error in react native and cannot figure out what is causing it Help would be greatly appreciated Thank you ,"React Native error: Raw \ \"" must be wrapped in an explicit <Text> Component""  Hi I am having this error in react native and cannot figure out what is causing it Help would be greatly appreciated Thank you "
Navigation,Navigator this.props.navigator.push,35397789,8612,I can t seem to make my routing work in my react native app I have the following setup in a index android js and in NavigationService and in ProjectListView The routing from Login to ProjectList works But when I try to via a list click navigate to ProjectView I get I ve looked at guides and tried different things but it seems that navigator isn t there Would be great if someone could help me out Also another question routing navigation does not work from me when I enable debugging in Chrome using Genymotion is that normal?! Tried different projects Cheers Niclas ,Navigator this.props.navigator.push I can t seem to make my routing work in my react native app I have the following setup in a index android js and in NavigationService and in ProjectListView The routing from Login to ProjectList works But when I try to via a list click navigate to ProjectView I get I ve looked at guides and tried different things but it seems that navigator isn t there Would be great if someone could help me out Also another question routing navigation does not work from me when I enable debugging in Chrome using Genymotion is that normal?! Tried different projects Cheers Niclas 
Building/Development/IDE,Force Gradle to use HTTP instead of HTTPS,36029754,8607,I am trying to build react native android app as a dependecy I see I have gradle but it fails to load on build Error message The issue is clear I am sitting behind corporate proxy that blocks any HTTPSconnections like these in error So my questions are how to force gradle to use HTTP in loading these files? Where these properties should be put which of gradle files i e gradle properties ? P S I already have set these in gradle properties file Any links suggestions or etc will help a lot ,Force Gradle to use HTTP instead of HTTPS I am trying to build react native android app as a dependecy I see I have gradle but it fails to load on build Error message The issue is clear I am sitting behind corporate proxy that blocks any HTTPSconnections like these in error So my questions are how to force gradle to use HTTP in loading these files? Where these properties should be put which of gradle files i e gradle properties ? P S I already have set these in gradle properties file Any links suggestions or etc will help a lot 
UI elements/Views,How to implement radio button in React Native,31889921,8595,I am converting React code to React Native So I need to implement radio buttons ,How to implement radio button in React Native I am converting React code to React Native So I need to implement radio buttons 
Animations/visuals/styles,How to prevent layout from overlapping with iOS status bar,42599850,8583,I am working on tutorial for React Native navigation I found out that all layout starts loading from top of screen instead of below of the status bar This causes most layouts to overlap with the status bar I can fix this by adding a padding to the view when loading them Is this the actual way to do it? I don think manually adding padding is an actual way to solve it Is there a more elegant way to fix this? Below shows the screenshots before and after the padding is added ,How to prevent layout from overlapping with iOS status bar I am working on tutorial for React Native navigation I found out that all layout starts loading from top of screen instead of below of the status bar This causes most layouts to overlap with the status bar I can fix this by adding a padding to the view when loading them Is this the actual way to do it? I don think manually adding padding is an actual way to solve it Is there a more elegant way to fix this? Below shows the screenshots before and after the padding is added 
Animations/visuals/styles,How to declare style in propTypes?,34626298,8580,With the forbid prop types rule enabled forbids me from using and using is suggested But is it really necessary to define all the available properties there for this purpose like this? Too much definition code! ,How to declare style in propTypes? With the forbid prop types rule enabled forbids me from using and using is suggested But is it really necessary to define all the available properties there for this purpose like this? Too much definition code! 
Components,EventEmitter and Subscriber ES6 Syntax with React Native,36774540,8576,I am trying to implement an EventEmitter Subscriber relationship between two components in a react native class I have seen referenced the following materials React Native Event Emitters by Colin Ramsay React Native Call Function of child from NavigatorIOS These solutions are adequate for what I am trying to accomplish however they bother require the use of on the receiving component to work properly with Unfortunately I am using ES6 and extending my classes from so I can not use this mixin syntax My question is How can I implement the above solutions in ES6 without the use of mixins? ,EventEmitter and Subscriber ES6 Syntax with React Native I am trying to implement an EventEmitter Subscriber relationship between two components in a react native class I have seen referenced the following materials React Native Event Emitters by Colin Ramsay React Native Call Function of child from NavigatorIOS These solutions are adequate for what I am trying to accomplish however they bother require the use of on the receiving component to work properly with Unfortunately I am using ES6 and extending my classes from so I can not use this mixin syntax My question is How can I implement the above solutions in ES6 without the use of mixins? 
Building/Development/IDE,React Native make android app load in genymotion,34744145,8544,I am trying to build an android app in react native I have followed the official guidelines and downloaded genymotion and created a new project in react native How do I open my project in genymotion? I am getting the following error in my terminal FAILURE Build failed with an exception Where Build file Users adamkatz Projects testAndroid android app build gradle line 69 What went wrong A problem occurred evaluating project app SDK location not found Define location with sdk dir in the local properties file or with an ANDROID_HOME environment variable Try Run with stacktrace option to get the stack trace Run with info or debug option to get more log output BUILD FAILED Total time 6 504 secs Could not install the app on the device read the error above for details Make sure you have an Android emulator running or a device connected and have set up your Android development environment https facebook github io react native docs android setup html when i added the following export ANDROID_HOME usr local opt android sdk i get the following error message FAILURE Build failed with an exception What went wrong A problem occurred configuring project app failed to find Build Tools revision 23 0 1 Try Run with stacktrace option to get the stack trace Run with info or debug option to get more log output BUILD FAILED Total time 3 735 secs Could not install the app on the device read the error above for details Make sure you have an Android emulator running or a device connected and have set up your Android development environment https facebook github io react native docs android setup html ,React Native make android app load in genymotion I am trying to build an android app in react native I have followed the official guidelines and downloaded genymotion and created a new project in react native How do I open my project in genymotion? I am getting the following error in my terminal FAILURE Build failed with an exception Where Build file Users adamkatz Projects testAndroid android app build gradle line 69 What went wrong A problem occurred evaluating project app SDK location not found Define location with sdk dir in the local properties file or with an ANDROID_HOME environment variable Try Run with stacktrace option to get the stack trace Run with info or debug option to get more log output BUILD FAILED Total time 6 504 secs Could not install the app on the device read the error above for details Make sure you have an Android emulator running or a device connected and have set up your Android development environment https facebook github io react native docs android setup html when i added the following export ANDROID_HOME usr local opt android sdk i get the following error message FAILURE Build failed with an exception What went wrong A problem occurred configuring project app failed to find Build Tools revision 23 0 1 Try Run with stacktrace option to get the stack trace Run with info or debug option to get more log output BUILD FAILED Total time 3 735 secs Could not install the app on the device read the error above for details Make sure you have an Android emulator running or a device connected and have set up your Android development environment https facebook github io react native docs android setup html 
Building/Development/IDE,"How to change the \Bundle Identifier\"" within React Native?""",36119754,8543,Starting a new react native project the xcode project gots the bundle identifier org reactjs native example XYZApp XYZ is the placeholder here for my real project name Is there any way to change this bundle identifier on react native side? Sure I can change it in XCode But this is not safe because it can be overriden when react native will recreate the xcode project which could happen at any time as well es when rebuilding the project ,"How to change the \Bundle Identifier\"" within React Native?"" Starting a new react native project the xcode project gots the bundle identifier org reactjs native example XYZApp XYZ is the placeholder here for my real project name Is there any way to change this bundle identifier on react native side? Sure I can change it in XCode But this is not safe because it can be overriden when react native will recreate the xcode project which could happen at any time as well es when rebuilding the project "
FlatList/ListView/ScrollView,When to use React createFragment?,33002761,8535,I m rendering a ListView in React Native managed to fix this React warning but I don t understand how and why it works What is a React Fragment? When is it needed in React? Why does a keyed object cause this warning? ,When to use React createFragment? I m rendering a ListView in React Native managed to fix this React warning but I don t understand how and why it works What is a React Fragment? When is it needed in React? Why does a keyed object cause this warning? 
UI elements/Views,react native show current time and update the seconds in real-time,41294576,8505,I want to show the current time MM DD YY hh mm ss in react native app like a clock and get update every seconds I tried using new Date and set it in state but the time don t update unless I refresh the page I also tried using setInterval function in render it do got update but it s expensive for CPU is there a good method to realise the function? ,react native show current time and update the seconds in real-time I want to show the current time MM DD YY hh mm ss in react native app like a clock and get update every seconds I tried using new Date and set it in state but the time don t update unless I refresh the page I also tried using setInterval function in render it do got update but it s expensive for CPU is there a good method to realise the function? 
Building/Development/IDE,Fresh react-native ios app not building?,36203184,8501,Below is the details about my environment and logs of the build failure Anyone facing similar issue or know steps to overcome this please do point me out to relevant steps or docs Xcode 7 2 1 Node v5 9 0 npm 3 7 3 react native cli 0 1 10 react native 0 22 2 Running sudo react native run ios leaves me with the below logs LOGS ,Fresh react-native ios app not building? Below is the details about my environment and logs of the build failure Anyone facing similar issue or know steps to overcome this please do point me out to relevant steps or docs Xcode 7 2 1 Node v5 9 0 npm 3 7 3 react native cli 0 1 10 react native 0 22 2 Running sudo react native run ios leaves me with the below logs LOGS 
Building/Development/IDE,"How to use index.js instead of (index.ios.js, index.android.js) in React Native for cross-platform app?",44803681,8494,Thanks for the answers from now I am a newbie in React Native I want to make a cross platform app so I created index js Then I imported index js from both index ios js and index android js like this I think after this it should work but I get this error ,"How to use index.js instead of (index.ios.js, index.android.js) in React Native for cross-platform app? Thanks for the answers from now I am a newbie in React Native I want to make a cross platform app so I created index js Then I imported index js from both index ios js and index android js like this I think after this it should work but I get this error "
Building/Development/IDE,"React-native: Super expression must either be null or a function, not undefined",37676522,8475,I have seen similar questions asked but I can t seem to indentify the problem I am using react native v 0 27 I have changed all my require methods into imports Here s the error I receive I don t know if its relevant but the first position of the error points to my LoginComp js file which contains the following code ,"React-native: Super expression must either be null or a function, not undefined I have seen similar questions asked but I can t seem to indentify the problem I am using react native v 0 27 I have changed all my require methods into imports Here s the error I receive I don t know if its relevant but the first position of the error points to my LoginComp js file which contains the following code "
JS syntax / general programming,React Native foreach loop,45861099,8427,I m developing a little app in React Native and I am looking for something like a foreach function I just can t find a foreach loop Not on StackOverflow and not even in the docs I ve found something with map but I don t know if this is what I m looking for With a request to my Server I get multiple objects of users When I log the result it looks like this Object id 1 role user username user1 Object id 2 role admin username user2 I d like to output this to a list In plain PHP I would use a foreach loop for this but like I said I can t find a foreach loop for React Native How is it possible to loop trought this objects? I know that I could also use a simple for loop but this would definitly not be my first choice EDIT I saved this value in with State is defined in my constructor I try to access this with but I always get the same error Am I doing this right? ,React Native foreach loop I m developing a little app in React Native and I am looking for something like a foreach function I just can t find a foreach loop Not on StackOverflow and not even in the docs I ve found something with map but I don t know if this is what I m looking for With a request to my Server I get multiple objects of users When I log the result it looks like this Object id 1 role user username user1 Object id 2 role admin username user2 I d like to output this to a list In plain PHP I would use a foreach loop for this but like I said I can t find a foreach loop for React Native How is it possible to loop trought this objects? I know that I could also use a simple for loop but this would definitly not be my first choice EDIT I saved this value in with State is defined in my constructor I try to access this with but I always get the same error Am I doing this right? 
Libraries/API,How to detect when a React Native app is opened?,35141256,8424,My React Native app wants to synchronize its local data with an API when the user opens the app This should happen whenever the user returns to the app not just when it first starts Essentially what I would like is the equivalent of AppDelegate s callback so that I can run synchronization code there Obviously I would like to do this in React Native instead As far as I can tell the callbacks on the root component only run when the app is initially loaded not after the user leaves the app and comes back later without explicitly quitting the app I thought that the API would provide this functionality but its listeners don t fire in this case either This seems like obvious functionality to have so I must be missing something glaringly obvious Help! ,How to detect when a React Native app is opened? My React Native app wants to synchronize its local data with an API when the user opens the app This should happen whenever the user returns to the app not just when it first starts Essentially what I would like is the equivalent of AppDelegate s callback so that I can run synchronization code there Obviously I would like to do this in React Native instead As far as I can tell the callbacks on the root component only run when the app is initially loaded not after the user leaves the app and comes back later without explicitly quitting the app I thought that the API would provide this functionality but its listeners don t fire in this case either This seems like obvious functionality to have so I must be missing something glaringly obvious Help! 
Building/Development/IDE,Run react-native application on iOS device directly from command line?,38495793,8423,Is it possible to run react native application on an iOS device directly from the command line like we do on simulator with ? ,Run react-native application on iOS device directly from command line? Is it possible to run react native application on an iOS device directly from the command line like we do on simulator with ? 
Navigation,React native android transitions are really slow,33840830,8413,My react native transitions using the Navigator are really slow dropping the javascript thread frames to 0 for a second or two when the animation first starts then picking up to 20 then pausing halfway through and then usually finishing relatively smoothly I m testing on a clean Galaxy Note 4 so it s not an emulator issue I m rendering empty views with InteractionManager runAfterInteractions and then a 5 element listview after the animation is complete I ve compiled the app for production and turned dev mode off Is this expected the current state of things hopefully to improve or am I probably doing something wrong? If so what s the best way to hunt that down? I have very little logic running If there isn t an easy solution is there a way to disable animations on Navigator transitions? ,React native android transitions are really slow My react native transitions using the Navigator are really slow dropping the javascript thread frames to 0 for a second or two when the animation first starts then picking up to 20 then pausing halfway through and then usually finishing relatively smoothly I m testing on a clean Galaxy Note 4 so it s not an emulator issue I m rendering empty views with InteractionManager runAfterInteractions and then a 5 element listview after the animation is complete I ve compiled the app for production and turned dev mode off Is this expected the current state of things hopefully to improve or am I probably doing something wrong? If so what s the best way to hunt that down? I have very little logic running If there isn t an easy solution is there a way to disable animations on Navigator transitions? 
Building/Development/IDE,React-Native run-android command issue,33822121,8398,When starting android project with React Native it is giving this error React Native Command run android unrecognized Did you mean to run this inside a react native project? ,React-Native run-android command issue When starting android project with React Native it is giving this error React Native Command run android unrecognized Did you mean to run this inside a react native project? 
Network,react-native fetch and basic authentication,34815853,8373,I tried to use fetch with this syntax The same url works in CURL but returns 401 in React Native Any ideas? Thanks Paul ,react-native fetch and basic authentication I tried to use fetch with this syntax The same url works in CURL but returns 401 in React Native Any ideas? Thanks Paul 
Building/Development/IDE,React Native: always gradlew clean before run react-native-run-android,42570067,8371,If don t run before this fails with some error like Failed to create folder or Failed to delete folder so I must run more times again to solve it Help me solve it without please Thanks so much ,React Native: always gradlew clean before run react-native-run-android If don t run before this fails with some error like Failed to create folder or Failed to delete folder so I must run more times again to solve it Help me solve it without please Thanks so much 
Debugging,React-Native ios App crashes without report,35785747,8363,I m building an iOS app using React Native and trying to get it testable on phones If I plug my phone into the computer and build directly to the phone the app is built correctly and opens operates correctly no problem But if I try to archive it and send it to phones using iTunes Connect s TestFlight or Fabric with Crashlytics the app crashes immediately upon opening It briefly shows the launch screen but no more Moreover there are no crash reports in TestFlight in Crashlytics or in XCode once I plug the phone back in So I m operating in the dark here without any information on what s breaking Haven t been able to find a similar issue online so I figured I d just ask Any ideas what could be going wrong? Please let me know if there s any code or other data you might need to see Some of it s confidential but I ll try to post an approximate version ,React-Native ios App crashes without report I m building an iOS app using React Native and trying to get it testable on phones If I plug my phone into the computer and build directly to the phone the app is built correctly and opens operates correctly no problem But if I try to archive it and send it to phones using iTunes Connect s TestFlight or Fabric with Crashlytics the app crashes immediately upon opening It briefly shows the launch screen but no more Moreover there are no crash reports in TestFlight in Crashlytics or in XCode once I plug the phone back in So I m operating in the dark here without any information on what s breaking Haven t been able to find a similar issue online so I figured I d just ask Any ideas what could be going wrong? Please let me know if there s any code or other data you might need to see Some of it s confidential but I ll try to post an approximate version 
Redux,How to use Redux to refresh JWT token?,36948557,8341,Our React Native Redux app uses JWT tokens for authentication There are many actions that require such tokens and a lot of them are dispatched simultaneously e g when app loads E g Both and require JWT We save the token in the state and My question is how to handle token expiration Originally I was going to use middleware for handling token expiration The problem that I ran into was that refreshing of the token will happen for both and actions because at the time when they are dispatch the token will be expired Ideally I would like to pause actions that require authentication until the token is refreshed Is there a way to do that with middleware? ,How to use Redux to refresh JWT token? Our React Native Redux app uses JWT tokens for authentication There are many actions that require such tokens and a lot of them are dispatched simultaneously e g when app loads E g Both and require JWT We save the token in the state and My question is how to handle token expiration Originally I was going to use middleware for handling token expiration The problem that I ran into was that refreshing of the token will happen for both and actions because at the time when they are dispatch the token will be expired Ideally I would like to pause actions that require authentication until the token is refreshed Is there a way to do that with middleware? 
Firebase/Expo,Converting Existing React Native Projects to Expo,43833545,8338,I m considering building mobile apps in React Native using Expo and I noticed under FAQ that existing React Native projects can be converted to Expo What exactly are we converting? I really like staying as pure and clean as possible without too many abstraction layers in the middle which can obscure my ability to understand what s really happening for things to work in the app I d appreciate a bit more clarification about what s really happening in the conversion process and what Expo is adding to the existing project ,Converting Existing React Native Projects to Expo I m considering building mobile apps in React Native using Expo and I noticed under FAQ that existing React Native projects can be converted to Expo What exactly are we converting? I really like staying as pure and clean as possible without too many abstraction layers in the middle which can obscure my ability to understand what s really happening for things to work in the app I d appreciate a bit more clarification about what s really happening in the conversion process and what Expo is adding to the existing project 
Libraries/API,React Native Card Carousel view?,37474552,8334, Does anyone know how can we achieve this kind of view in React Native or is there any available components out there that can help on this issue? I ve seen in F8 2016 app too been searching on how to achieve the transition and the carousel like view with horizontal scrolling ,React Native Card Carousel view?  Does anyone know how can we achieve this kind of view in React Native or is there any available components out there that can help on this issue? I ve seen in F8 2016 app too been searching on how to achieve the transition and the carousel like view with horizontal scrolling 
Components,Call child function from parent component in React Native,40307610,8324,I m developing my first React Native app What I m trying to achieve is to execute a child function from the parent component this is the situation Child Parent In this example I would like to log when I press the button in the parent class How is it feasible? ,Call child function from parent component in React Native I m developing my first React Native app What I m trying to achieve is to execute a child function from the parent component this is the situation Child Parent In this example I would like to log when I press the button in the parent class How is it feasible? 
UI elements/Views,React Native : how to change view on onPress event,35097627,8308,i have a button on my first rendered View the default View i want to change the View when the user press that button i know how to use the event but i dont know how should i change the whole View ? im creating another which has the new render and other stuffs in it but i dont know how should i use it for the to be Changed here is my first View the Main one by the way the application name is sess and i want the View to be changed to this ,React Native : how to change view on onPress event i have a button on my first rendered View the default View i want to change the View when the user press that button i know how to use the event but i dont know how should i change the whole View ? im creating another which has the new render and other stuffs in it but i dont know how should i use it for the to be Changed here is my first View the Main one by the way the application name is sess and i want the View to be changed to this 
External/OS Services,Retrieving geolocation with React Native,32361632,8300,I m trying to get a user s location coordinates in React Native from their iPhone but when I follow Facebook s Geolocation setup it isn t returning a response with that user s data https facebook github io react native docs geolocation html content I m not sure if there s an issue with the code my GeoLocation component s code is below I m also testing through the iOS simulator so not sure if pulling geolocation only works through an actual device or if the simulator can use your location based on wifi If this the correct way to find user location or is there a better way in react native? Thanks any and all help is greatly appreciated! ,Retrieving geolocation with React Native I m trying to get a user s location coordinates in React Native from their iPhone but when I follow Facebook s Geolocation setup it isn t returning a response with that user s data https facebook github io react native docs geolocation html content I m not sure if there s an issue with the code my GeoLocation component s code is below I m also testing through the iOS simulator so not sure if pulling geolocation only works through an actual device or if the simulator can use your location based on wifi If this the correct way to find user location or is there a better way in react native? Thanks any and all help is greatly appreciated! 
Libraries/API,How to do an Horizontal ListView in react-native,42245636,8286,Hello World I m searching a way to make an horizontal ListView In React native like the image below https i stack imgur com D4RA5 jpg I tried to managed it with Flex but it s make me stranges results and always with a vertical ListView If you got any idea let me know Regards ,How to do an Horizontal ListView in react-native Hello World I m searching a way to make an horizontal ListView In React native like the image below https i stack imgur com D4RA5 jpg I tried to managed it with Flex but it s make me stranges results and always with a vertical ListView If you got any idea let me know Regards 
Building/Development/IDE,Minified exception occurred; use the non-minified dev environment for the full error message and additional helpful warnings,36421640,8254,I get that error in browser console In package json I set this but it still give same error I look for minified or min JS file but I can not find any file It just find this in project How can I handle that error?How can I use non minified react file? I am new in NodeJS ,Minified exception occurred; use the non-minified dev environment for the full error message and additional helpful warnings I get that error in browser console In package json I set this but it still give same error I look for minified or min JS file but I can not find any file It just find this in project How can I handle that error?How can I use non minified react file? I am new in NodeJS 
FlatList/ListView/ScrollView,How force redraw ListView when this.state changed (but not the dataSource).,33436902,8246,I created a component that use a to display a list of contacts When clicking on a row I update an array in the s component that contains all the selected contacts However I m not using this array as a for my component I would like to redraw the each time this array is modified in order to display an image for the selected contacts Here is an example of my current situation I tried to call it calls the method but not the method Any suggestion? ,How force redraw ListView when this.state changed (but not the dataSource). I created a component that use a to display a list of contacts When clicking on a row I update an array in the s component that contains all the selected contacts However I m not using this array as a for my component I would like to redraw the each time this array is modified in order to display an image for the selected contacts Here is an example of my current situation I tried to call it calls the method but not the method Any suggestion? 
UI elements/Views,Set width and height to React-native modal,40703648,8194,I can t configure modal height and width using style property Is there any other way to set modal height and width? The code above doesn t work ,Set width and height to React-native modal I can t configure modal height and width using style property Is there any other way to set modal height and width? The code above doesn t work 
UI elements/Views,Is there a way in which I can ignore touch events on Text in React Native?,30041111,8189,I want to implement floating labels for this I have a Text Component Above a TextInput I want to ignore all the touch events on the Text so that the TextInput Under it gets all the events Is there a way I can do this ? In CSS we used to have pointer events none I am not sure how to do this in react native ,Is there a way in which I can ignore touch events on Text in React Native? I want to implement floating labels for this I have a Text Component Above a TextInput I want to ignore all the touch events on the Text so that the TextInput Under it gets all the events Is there a way I can do this ? In CSS we used to have pointer events none I am not sure how to do this in react native 
UI elements/Views,Identify Return Key action in React Native,35764782,8180,I have a which I have enabled as true Thing is the Keyboard won t hide after Return is pressed It goes to a new line So I was hoping to use react native dismiss keyboard To exploit this I need to identify the Return key action How to do this? ,Identify Return Key action in React Native I have a which I have enabled as true Thing is the Keyboard won t hide after Return is pressed It goes to a new line So I was hoping to use react native dismiss keyboard To exploit this I need to identify the Return key action How to do this? 
Building/Development/IDE,React Native - __DEV__ is not defined,37487492,8180,I have a react native 0 26 2 project I have deleted the node_modules folder and after i have given the following commands but I get this error How do I fix? ,React Native - __DEV__ is not defined I have a react native 0 26 2 project I have deleted the node_modules folder and after i have given the following commands but I get this error How do I fix? 
UI elements/Views,React Native : how to change <Text> value dynamically,41139643,8164,I want to change value dynamically at some event Event does anyone know how to change text or any other method to achieve? ,React Native : how to change <Text> value dynamically I want to change value dynamically at some event Event does anyone know how to change text or any other method to achieve? 
External/OS Services,Authentication with React Native and API backend,36943253,8163,I m trying to wrap my head around oauth with a React Native app and a separate NodeJS Express API backend I understand https github com adamjmcgrath react native simple auth offers authentication for a React Native app and http passportjs org offers authentication for a NodeJS backend I m unsure how to connect these two for authentication for login and access to the API I d like users to login to the React Native app either by email and password or via Facebook Twitter Google Once logged into the app what do I send to the API to make sure they are authenticated and have access to a specific route? Here is an example flow to login and see the logged in user s settings User logs into React Native app via email password or Facebook Twitter Google User is authenticated App makes request to GET api settings API verifies user is authenticated and returns that user s settings or API verifies user is not authenticated and returns a 403 ,Authentication with React Native and API backend I m trying to wrap my head around oauth with a React Native app and a separate NodeJS Express API backend I understand https github com adamjmcgrath react native simple auth offers authentication for a React Native app and http passportjs org offers authentication for a NodeJS backend I m unsure how to connect these two for authentication for login and access to the API I d like users to login to the React Native app either by email and password or via Facebook Twitter Google Once logged into the app what do I send to the API to make sure they are authenticated and have access to a specific route? Here is an example flow to login and see the logged in user s settings User logs into React Native app via email password or Facebook Twitter Google User is authenticated App makes request to GET api settings API verifies user is authenticated and returns that user s settings or API verifies user is not authenticated and returns a 403 
Animations/visuals/styles,How to change styling of TextInput placeholder in React Native?,35581548,8155,Is there a way to set only for the of the TextInput in React Native? looking here at the documentation seems like you can only set a placeholder and placeholderTextColor ,How to change styling of TextInput placeholder in React Native? Is there a way to set only for the of the TextInput in React Native? looking here at the documentation seems like you can only set a placeholder and placeholderTextColor 
VCS/NPM,Module AppRegistry is not registered callable module (calling runApplication),43604603,8142,I am using native base for making app in react native I am new to both things When I run the app It gives me this error Here is my code Here is the screenshot of my versions and nativebase version is ,Module AppRegistry is not registered callable module (calling runApplication) I am using native base for making app in react native I am new to both things When I run the app It gives me this error Here is my code Here is the screenshot of my versions and nativebase version is 
Animations/visuals/styles,flexWrap not working for <Text> element in React Native,35172831,8137,Here is my sceanario Here This sample text should be wrap wrap wrap is in single line but in my scenario based on the window width automatically the text should be wrap Here i am using to wrap the text but what is the correct way to wrap the text? Please find the screenshot Here is the working code for text wrap with flexDirection row ,flexWrap not working for <Text> element in React Native Here is my sceanario Here This sample text should be wrap wrap wrap is in single line but in my scenario based on the window width automatically the text should be wrap Here i am using to wrap the text but what is the correct way to wrap the text? Please find the screenshot Here is the working code for text wrap with flexDirection row 
UI elements/Views,How to create slider in React Native?,36660434,8125,I am currently working on slider control in React Native app Here are my codes But slider control is not displayed This is the screen what I am getting I am getting a red line instead of slider As you can see I am getting a read line instead of slider If anyone knows how to display slider control please let me know Thank you! ,How to create slider in React Native? I am currently working on slider control in React Native app Here are my codes But slider control is not displayed This is the screen what I am getting I am getting a red line instead of slider As you can see I am getting a read line instead of slider If anyone knows how to display slider control please let me know Thank you! 
External/OS Services,React-native upload image to amazons s3,30737226,8105,I want to upload images from my app to S3 server I have all data and codes calculated tested using curl on computer but I can t figure out how to call fetch correctly I m getting response At least one of the pre conditions you specified did not hold Condition Bucket POST must be of the enclosure type multipart form data How can I recreate form data in react natives fetch? There is no FormData to which I can append and then send it like in fetches example EDIT Thanks philipp von weitershausen greate that you have added this feature However I have some troubles calling it I m getting Unsupported BodyInit type Found that is because in fetch js support formData returns false What am I missing when I call fetch? My code example ,React-native upload image to amazons s3 I want to upload images from my app to S3 server I have all data and codes calculated tested using curl on computer but I can t figure out how to call fetch correctly I m getting response At least one of the pre conditions you specified did not hold Condition Bucket POST must be of the enclosure type multipart form data How can I recreate form data in react natives fetch? There is no FormData to which I can append and then send it like in fetches example EDIT Thanks philipp von weitershausen greate that you have added this feature However I have some troubles calling it I m getting Unsupported BodyInit type Found that is because in fetch js support formData returns false What am I missing when I call fetch? My code example 
Building/Development/IDE,Which version does React Native support (iOS and Android)?,42200831,8087,I can t find this information Is it true that Android React Native runs on sdkMin18 and therefore makes it supported by most android versions? ,Which version does React Native support (iOS and Android)? I can t find this information Is it true that Android React Native runs on sdkMin18 and therefore makes it supported by most android versions? 
Network,React-Native Unable to resolve module,34325946,8083,I m getting the following error Dec 16 20 03 26 NathanHyland Bunny 21876 Unable to resolve module socket io client socket io from Users nhyland Documents react native Bunny index ios js Invalid directory Users node_modules socket io client socket io Dec 16 20 03 26 NathanHyland syslogd 21710 ASL Sender Statistics My index io js I ve tried to link directly to the folder file in node_modules and that doesn t work I ve tried different ways of importing and no bueno It installs just fine via npm install socket io client I can see it in node modules Any idea why it won t let me import? ,React-Native Unable to resolve module I m getting the following error Dec 16 20 03 26 NathanHyland Bunny 21876 Unable to resolve module socket io client socket io from Users nhyland Documents react native Bunny index ios js Invalid directory Users node_modules socket io client socket io Dec 16 20 03 26 NathanHyland syslogd 21710 ASL Sender Statistics My index io js I ve tried to link directly to the folder file in node_modules and that doesn t work I ve tried different ways of importing and no bueno It installs just fine via npm install socket io client I can see it in node modules Any idea why it won t let me import? 
Animations/visuals/styles,How to centralize text in textinput,30012089,8080,One short question Is there a way to centralize text in react native ? Here is the markup in jsx In styles input just try to add it s not working And same as add alignAlign to the markup as an attribute Could anybody do me a favor? Thx ,How to centralize text in textinput One short question Is there a way to centralize text in react native ? Here is the markup in jsx In styles input just try to add it s not working And same as add alignAlign to the markup as an attribute Could anybody do me a favor? Thx 
UI elements/Views,"When to use TouchableNativeFeedback, TouchableHighlight or TouchableOpacity?",39123357,8069,In React Native there are at least three ways to make a button and There is also which the documentation clearly states you should not use because all the elements that respond to press should have a visual feedback when touched TouchableNativeFeedback is Android only and replaces the View with another instance of RCTView TouchableHighlight adds a view to the view hierarchy TouchableOpacity works without changing the view hierarchy Are there any other significant differences between the three? Is one of them the goto component? In what case should you use over ? Are there any performance implications? I am writing an application right now and find that all three have a significant delay between tap and the action in this case a navigation change Is there any way to make it snappier? ,"When to use TouchableNativeFeedback, TouchableHighlight or TouchableOpacity? In React Native there are at least three ways to make a button and There is also which the documentation clearly states you should not use because all the elements that respond to press should have a visual feedback when touched TouchableNativeFeedback is Android only and replaces the View with another instance of RCTView TouchableHighlight adds a view to the view hierarchy TouchableOpacity works without changing the view hierarchy Are there any other significant differences between the three? Is one of them the goto component? In what case should you use over ? Are there any performance implications? I am writing an application right now and find that all three have a significant delay between tap and the action in this case a navigation change Is there any way to make it snappier? "
